DateTime4,LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Speed (m/s),Temperature,DewPoint,Humidity,Pressure
29-03-2018 10.20,3152.906331,3172.712039,10.75603993,45,43,93,29.43
29-03-2018 10.50,2941.711019,3030.84583,10.51128006,45,43,93,29.46
29-03-2018 11.20,2853.057617,2830.785433,10.1181647,45,43,93,29.46
29-03-2018 11.50,2827.188314,2899.943584,10.21867402,46,43,87,29.46
29-03-2018 12.20,2534.812582,2480.46724,9.517760277,46,43,87,29.49
29-03-2018 12.50,1882.965332,1767.709427,8.398799579,46,43,87,29.49
29-03-2018 13.20,1689.813354,1580.268508,8.084623337,46,43,87,29.49
29-03-2018 13.50,1490.056966,1425.772094,7.814173699,45,43,93,29.52
29-03-2018 14.20,1361.547689,1406.706381,7.769157251,45,43,93,29.52
29-03-2018 14.50,1057.835103,1138.065626,7.2568326,45,43,93,29.52
29-03-2018 15.20,802.0911255,856.9251855,6.617551486,45,43,93,29.55
29-03-2018 15.50,363.4494018,414.9248528,5.283287684,45,41,87,29.55
29-03-2018 16.20,181.0667318,198.0983662,4.380695343,45,41,87,29.58
29-03-2018 16.50,104.3941905,109.5507132,3.897400061,45,41,87,29.58
29-03-2018 17.20,14.78026215,11.90517067,2.885382652,46,41,81,29.58
29-03-2018 17.50,63.48316035,61.30276777,3.269800743,46,39,76,29.61
29-03-2018 18.20,56.8146623,72.33460272,3.498541037,46,41,81,29.61
29-03-2018 18.50,305.2027639,389.7950123,5.164724509,45,39,81,29.64
29-03-2018 19.20,567.4862569,664.1467494,6.112275601,45,39,81,29.64
29-03-2018 19.50,345.3420003,463.9354663,5.48212417,45,39,81,29.67
29-03-2018 20.20,259.4491628,325.6397667,4.947437286,45,39,81,29.67
29-03-2018 20.50,206.0713603,284.695298,4.777170022,45,37,76,29.67
29-03-2018 21.20,53.63399029,72.06020876,3.60616231,45,39,81,29.67
29-03-2018 21.50,0,6.139573393,2.787834962,43,39,87,29.67
29-03-2018 22.20,0,0,1.69143939,45,39,81,29.7
29-03-2018 22.50,0,0,2.150273641,45,39,81,29.7
29-03-2018 23.20,0,14.30940757,2.99916768,43,39,87,29.7
30-03-2018 0.20,4.757886917,37.40866324,3.331307649,41,37,87,29.7
30-03-2018 0.50,0,0,2.370788336,41,39,93,29.7
30-03-2018 1.20,0,0,2.334341606,41,37,87,29.7
30-03-2018 1.50,0,0,1.774398009,41,37,87,29.7
30-03-2018 2.20,0,0,1.763667345,39,37,93,29.72
30-03-2018 2.50,0,0,0.902200937,50,43,88,29.64
30-03-2018 3.20,0,0,0.824088136,50,43,88,29.64
30-03-2018 3.50,0,0,2.286683401,39,37,93,29.72
30-03-2018 4.50,14.27647336,34.3282695,2.963152329,37,37,100,29.72
30-03-2018 5.20,0,0,2.109539668,37,36,93,29.72
30-03-2018 5.50,0,0,1.537336667,37,37,100,29.72
30-03-2018 5.50,0,0,1.537336667,41,39,93,29.75
30-03-2018 6.20,0,0,1.950519005,39,37,93,29.75
30-03-2018 6.20,0,0,1.950519005,41,39,93,29.78
30-03-2018 6.50,0,0,1.806824605,43,39,87,29.78
30-03-2018 7.20,0,0,1.775616646,43,39,87,29.78
30-03-2018 7.50,0,0,2.04259936,45,41,87,29.78
30-03-2018 8.20,0,0,1.79983898,45,41,87,29.78
30-03-2018 8.50,0,0,2.011428714,46,41,81,29.78
30-03-2018 9.20,0,0,2.114601652,48,41,76,29.78
30-03-2018 9.50,0,0,1.858750701,50,41,71,29.81
30-03-2018 10.20,0,0,1.599720041,50,39,66,29.81
30-03-2018 10.50,0,0,1.780396621,52,39,62,29.81
30-03-2018 11.20,0,0,1.303695361,52,39,62,29.81
30-03-2018 11.50,0,0,1.297239303,54,39,58,29.81
30-03-2018 12.20,0,0,0.819480399,55,37,51,29.78
30-03-2018 12.50,0,0,0.979896724,57,37,48,29.78
30-03-2018 13.20,0,0,1.062566499,57,37,48,29.78
30-03-2018 13.50,0,6.16228395,2.517974973,57,36,44,29.78
30-03-2018 14.20,0,0,2.396616379,57,34,41,29.78
30-03-2018 14.50,0,18.16949503,3.131718318,57,36,44,29.78
30-03-2018 15.20,0,0,2.575870355,59,36,42,29.78
30-03-2018 15.50,0,0,2.555360635,59,34,39,29.75
30-03-2018 16.20,0,0,2.486735582,59,36,42,29.75
30-03-2018 16.50,0,13.54222587,2.780506373,59,36,42,29.75
30-03-2018 17.20,119.6055959,130.3365422,3.969711621,57,36,44,29.75
30-03-2018 17.50,303.5381063,355.9128404,5.070431868,57,36,44,29.75
30-03-2018 18.20,155.3683345,169.8028994,4.227974892,57,36,44,29.75
30-03-2018 18.50,171.8133036,206.553161,4.423394203,54,36,51,29.75
30-03-2018 19.20,192.0465647,233.0407077,4.533441226,52,36,54,29.75
30-03-2018 19.50,305.7697398,359.6397142,5.044916312,52,43,71,29.78
30-03-2018 20.20,408.9560343,542.3406271,5.732344786,52,37,58,29.78
30-03-2018 20.50,277.9945373,366.9197636,5.070512772,50,39,66,29.78
30-03-2018 21.20,114.6907451,170.5261821,4.24552234,52,37,58,29.78
30-03-2018 21.50,211.1348369,312.0521526,4.88475434,52,39,62,29.78
30-03-2018 22.20,427.9568583,578.3836659,5.843908787,52,39,62,29.78
30-03-2018 22.50,739.9853312,892.4093274,6.712480227,52,37,58,29.78
30-03-2018 23.20,1029.155009,1269.728561,7.51069514,52,37,58,29.78
30-03-2018 23.50,958.8448283,1071.395241,7.12051328,52,37,58,29.78
31-03-2018 0.20,779.5858764,939.9606762,6.826495648,48,39,71,29.78
31-03-2018 0.50,771.7615967,933.1745618,6.810933431,50,39,66,29.78
31-03-2018 1.20,792.5449829,963.3939784,6.876095772,48,39,71,29.78
31-03-2018 1.50,1069.052409,1266.479164,7.503963312,48,39,71,29.78
31-03-2018 2.20,1333.200683,1645.26626,8.196930567,46,39,76,29.75
31-03-2018 2.50,1481.110636,1744.944867,8.353485584,50,43,88,29.64
31-03-2018 3.20,2376.905029,2904.224902,10.2640632,50,43,88,29.64
31-03-2018 3.50,2474.084635,2933.100051,10.24493313,46,39,76,29.75
31-03-2018 4.20,2530.805013,3149.592314,10.76408005,48,39,71,29.75
31-03-2018 4.50,3021.510986,3357.76481,11.30104669,46,39,76,29.75
31-03-2018 5.20,2400.021972,2905.756754,10.19302686,48,37,66,29.75
31-03-2018 5.50,2022.890707,2258.233778,9.174284299,48,37,66,29.75
31-03-2018 5.50,2022.890707,2258.233778,9.174284299,50,37,62,29.75
31-03-2018 6.20,1898.129028,2147.415831,9.005004247,46,37,71,29.75
31-03-2018 6.20,1898.129028,2147.415831,9.005004247,50,36,58,29.75
31-03-2018 6.50,1617.702637,1788.95016,8.429157893,50,36,58,29.75
31-03-2018 7.20,1162.423035,1166.963,7.274104436,55,39,54,29.75
31-03-2018 7.50,1074.405945,1156.512772,7.279424508,55,36,47,29.75
31-03-2018 8.20,787.8602093,784.1748632,6.404981295,57,37,48,29.75
31-03-2018 8.50,705.7194417,691.7925776,6.145295302,59,37,45,29.75
31-03-2018 9.20,537.3585103,573.861644,5.812374274,61,37,42,29.75
31-03-2018 9.50,468.0337779,436.0692087,5.286539237,63,37,39,29.75
31-03-2018 10.20,401.0610351,358.0112845,5.010254701,64,39,40,29.75
31-03-2018 10.50,656.5017192,637.009663,5.925661087,64,37,37,29.75
31-03-2018 11.20,470.1035563,464.1296423,5.468970935,64,37,37,29.75
31-03-2018 11.50,293.5657349,266.9754641,4.705742518,66,41,40,29.75
31-03-2018 12.20,358.224528,376.8796382,5.149155935,68,37,33,29.72
31-03-2018 12.50,548.7981364,632.1261303,6.01242129,68,37,33,29.72
31-03-2018 13.20,909.8009237,937.7509596,6.810865244,70,37,31,29.72
31-03-2018 13.50,1217.645996,1207.843074,7.39721934,68,32,26,29.7
31-03-2018 14.20,1355.039957,1317.060985,7.609981696,68,30,24,29.7
31-03-2018 14.50,1329.69283,1407.8184,7.694288254,68,32,26,29.7
31-03-2018 15.20,2047.815674,2186.799196,9.06494236,70,37,31,29.7
31-03-2018 15.50,2780.557048,3081.795207,10.63116996,70,37,31,29.67
31-03-2018 16.20,3447.811279,3553.63247,12.34851678,70,37,31,29.67
31-03-2018 16.50,3603.906332,3600,14.77225653,70,37,31,29.67
31-03-2018 17.20,3604.034342,3600,17.27333705,68,41,37,29.64
31-03-2018 17.50,3604.022298,3600,17.60861333,66,41,40,29.64
31-03-2018 18.20,3604.260335,3600,16.56507047,66,39,37,29.64
31-03-2018 18.50,3604.16862,3600,15.74888992,64,41,42,29.64
31-03-2018 19.20,3604.264648,3600,14.95539665,64,39,40,29.61
31-03-2018 19.50,3603.874674,3600,17.1935304,63,41,45,29.61
31-03-2018 20.20,3603.893311,3600,17.13192304,63,39,42,29.61
31-03-2018 20.50,3603.933675,3600,17.3184096,64,39,40,29.61
31-03-2018 21.20,3603.978679,3600,16.89769999,63,41,45,29.61
31-03-2018 21.50,3604.140951,3600,16.62382317,61,43,52,29.61
31-03-2018 22.20,3603.884359,3600,17.50017993,63,43,48,29.61
31-03-2018 22.50,3603.91805,3600,16.41524633,63,41,45,29.58
31-03-2018 23.20,3603.866048,3600,16.99263,61,41,48,29.58
31-03-2018 23.50,3603.797282,3600,17.91381009,61,41,48,29.58
01-04-2018 0.20,3603.409993,3600,18.03297043,46,46,100,29.4
01-04-2018 0.50,3603.065674,3600,19.23549016,46,45,93,29.4
01-04-2018 1.20,3602.993652,3600,19.80391629,46,45,93,29.37
01-04-2018 1.50,3602.780029,3600,19.87665367,46,46,100,29.4
01-04-2018 2.20,3603.092936,3600,20.58160337,46,46,100,29.37
01-04-2018 2.50,3603.286051,3600,19.06730016,50,43,88,29.64
01-04-2018 3.20,3603.237956,3600,19.57361666,50,43,88,29.64
01-04-2018 3.50,3603.385661,3600,19.36684354,46,45,93,29.37
01-04-2018 4.20,3602.819336,3600,19.33897336,46,46,100,29.37
01-04-2018 4.50,3602.409993,3600,20.95914968,46,46,100,29.37
01-04-2018 5.20,3601.95931,3600,18.36057663,48,46,93,29.34
01-04-2018 5.50,3602.013346,3600,19.62342326,46,45,93,29.34
01-04-2018 5.50,3602.013346,3600,19.62342326,46,46,100,29.34
01-04-2018 6.20,3602.832682,3600,17.80167961,48,46,93,29.34
01-04-2018 6.20,3602.832682,3600,17.80167961,46,46,100,29.34
01-04-2018 6.50,3602.826009,3600,18.63875008,46,45,93,29.34
01-04-2018 7.20,3602.693685,3600,18.87052981,48,46,93,29.34
01-04-2018 7.50,3602.789388,3600,18.432724,48,46,93,29.34
01-04-2018 8.20,3601.312988,3600,18.39407667,48,46,93,29.34
01-04-2018 8.50,3603.220377,3600,18.8875637,48,46,93,29.34
01-04-2018 9.20,3603.165283,3600,17.04254023,48,46,93,29.34
01-04-2018 9.50,3596.277425,3600,16.06849702,48,46,93,29.37
01-04-2018 10.20,3590.980957,3600,17.21175321,50,46,87,29.37
01-04-2018 10.50,3471.491292,3600,14.79488659,50,46,87,29.37
01-04-2018 11.20,3518.104655,3600,15.32576974,50,46,87,29.34
01-04-2018 11.50,3602.223307,3600,17.96507962,50,45,82,29.34
01-04-2018 12.20,3602.575032,3600,18.71928024,52,45,76,29.34
01-04-2018 12.50,3603.089681,3600,18.18778356,52,45,76,29.34
01-04-2018 13.20,3601.445638,3600,16.66523997,52,45,76,29.32
01-04-2018 13.50,3595.750651,3600,15.50813675,54,45,72,29.32
01-04-2018 14.20,3603.506022,3600,17.80301984,54,43,67,29.32
01-04-2018 14.50,3602.948324,3600,18.93291728,54,45,72,29.32
01-04-2018 15.20,3602.131348,3600,17.89199003,54,43,67,29.32
01-04-2018 15.50,241.8027344,3600,16.25529671,52,41,67,29.32
01-04-2018 16.50,2156.994059,3600,14.16251342,50,45,82,29.32
01-04-2018 17.20,3551.098959,3600,13.89106687,48,45,87,29.32
01-04-2018 17.50,3282.179606,3514.035435,12.37529341,48,45,87,29.32
01-04-2018 18.20,1805.012695,3122.447445,10.75588036,48,45,87,29.34
01-04-2018 18.50,738.7186687,3425.575291,11.51626333,48,45,87,29.34
01-04-2018 19.20,612.496989,2688.882301,10.00037257,48,45,87,29.34
01-04-2018 19.50,1518.796997,2346.329389,9.315407753,48,45,87,29.37
01-04-2018 20.20,307.4164429,2026.458147,8.81448555,48,45,87,29.37
01-04-2018 20.50,2419.997274,2759.576594,10.04526869,48,45,87,29.37
01-04-2018 21.20,2866.302083,3202.768403,10.84609318,48,45,87,29.37
01-04-2018 21.50,2795.566976,2949.835784,10.37326209,48,45,87,29.4
01-04-2018 22.20,1328.150635,2839.319426,10.12402058,48,45,87,29.4
01-04-2018 22.50,1428.935995,1352.633752,7.673453172,48,45,87,29.4
01-04-2018 23.20,894.115275,854.8075957,6.551429431,48,43,82,29.43
01-04-2018 23.50,1170.063721,1117.523507,7.211467266,48,43,82,29.43
02-04-2018 0.20,530.0686621,591.2296055,5.745668252,59,43,55,29.52
02-04-2018 5.50,270.4549503,1177.1367,7.274818897,59,41,51,29.49
02-04-2018 6.20,701.6515198,856.2897894,6.605361779,59,39,48,29.46
02-04-2018 6.20,701.6515198,856.2897894,6.605361779,59,41,51,29.46
02-04-2018 6.50,631.1248678,618.7403937,5.945735295,57,41,55,29.46
02-04-2018 7.20,701.9759318,672.3938537,6.139557362,59,39,48,29.46
02-04-2018 7.50,438.7762299,559.5312955,5.798572382,59,39,48,29.46
02-04-2018 8.20,233.5884705,388.6581916,5.191216946,61,37,42,29.46
02-04-2018 12.20,108.7634684,308.2225237,4.881587347,59,43,55,29.49
02-04-2018 12.50,665.3304545,680.26106,6.051300049,59,43,55,29.49
02-04-2018 13.20,28.93975576,401.3881664,5.195140679,59,43,55,29.49
02-04-2018 13.50,472.5533752,458.3843529,5.457291762,59,43,55,29.46
02-04-2018 14.20,830.4337973,901.1627067,6.704079628,59,43,55,29.46
02-04-2018 14.50,637.8429667,658.6941701,6.059130192,59,43,55,29.46
02-04-2018 15.20,520.2327779,583.7180076,5.858154774,59,43,55,29.46
02-04-2018 15.50,358.5002034,371.7329525,5.104265372,61,45,55,29.46
02-04-2018 16.20,233.0608673,261.0315925,4.649541696,57,46,67,29.46
02-04-2018 16.50,533.2339884,659.074718,6.091621399,57,46,67,29.46
02-04-2018 17.20,875.5366823,1076.462736,7.118055026,57,45,63,29.46
02-04-2018 17.50,832.4142456,1002.003736,6.966337045,59,45,59,29.49
02-04-2018 18.20,681.7447103,775.888746,6.418199539,52,48,88,29.52
02-04-2018 18.50,575.3134664,623.5038598,5.990671317,48,45,87,29.55
02-04-2018 19.20,561.8433227,626.1697773,6.002912363,46,43,87,29.58
02-04-2018 19.50,878.8673097,965.7021789,6.86701409,46,43,87,29.61
02-04-2018 20.20,1227.575684,1272.313715,7.52620999,46,43,87,29.61
02-04-2018 20.50,1082.176921,1144.88923,7.264182726,45,43,93,29.64
02-04-2018 21.20,858.9573975,890.3806135,6.706126054,45,41,87,29.67
02-04-2018 21.50,1152.098348,1199.24341,7.38155206,45,41,87,29.7
02-04-2018 22.20,1145.118652,1213.73875,7.413788636,43,41,93,29.7
02-04-2018 22.50,1343.89034,1447.450704,7.8447299,43,41,93,29.7
02-04-2018 23.20,959.1755371,1026.924036,6.999037266,43,41,93,29.72
02-04-2018 23.50,606.2713623,642.4216279,6.018034458,43,39,87,29.72
03-04-2018 0.20,369.2705078,427.1889276,5.350510597,52,43,71,29.32
03-04-2018 0.50,288.2295888,333.0743191,4.957004547,52,43,71,29.29
03-04-2018 1.20,353.2731323,428.1470046,5.347465515,52,45,76,29.29
03-04-2018 1.50,234.0340678,264.6260943,4.69534413,54,46,77,29.29
03-04-2018 2.20,71.07991813,78.54045493,3.511942069,54,48,82,29.29
03-04-2018 2.50,0,13.18406444,2.887665034,50,43,88,29.64
03-04-2018 3.20,0,14.65491707,3.008723021,50,43,88,29.64
03-04-2018 3.50,0,19.72792086,2.928608338,54,50,88,29.29
03-04-2018 4.20,0,0,2.576574326,52,48,88,29.26
03-04-2018 4.50,0,11.10886528,2.998191992,54,52,94,29.26
03-04-2018 5.50,0,0,2.851806005,55,50,82,29.23
03-04-2018 6.20,0,0,2.10769999,55,50,82,29.23
03-04-2018 6.50,0,0,2.380139669,54,50,88,29.2
03-04-2018 7.20,0,0,2.011134624,54,50,88,29.2
03-04-2018 7.50,0,0,2.320759058,54,50,88,29.23
03-04-2018 8.20,0,0,2.512978633,55,48,77,29.23
03-04-2018 8.50,0,0,2.157392979,55,48,77,29.23
03-04-2018 9.20,0,0,2.329974731,55,50,82,29.2
03-04-2018 9.50,0,0,2.018713673,55,50,82,29.2
03-04-2018 10.20,0,0,1.832509676,55,50,82,29.2
03-04-2018 10.50,0,0,1.993739684,55,50,82,29.23
03-04-2018 11.20,0,8.21617028,2.812666575,54,50,88,29.23
03-04-2018 11.50,0,0,2.570664644,54,52,94,29.23
03-04-2018 12.20,0,8.602434113,2.956517061,54,52,94,29.2
03-04-2018 12.50,0,5.364760607,2.81328996,59,52,77,29.2
03-04-2018 13.20,0,0,2.706930717,59,52,77,29.2
03-04-2018 13.50,0,6.194744233,2.642625014,55,50,82,29.23
03-04-2018 14.20,19.58156045,49.46904263,3.424763282,54,50,88,29.23
03-04-2018 14.50,67.33070754,93.70542868,3.795157433,54,46,77,29.26
03-04-2018 15.20,77.0793508,102.0128381,3.847027699,54,46,77,29.29
03-04-2018 15.50,21.90020792,76.16672371,3.58632795,50,45,82,29.29
03-04-2018 16.20,171.3148651,222.8138797,4.478811264,46,43,87,29.34
03-04-2018 16.50,225.100001,283.4647853,4.754923662,45,43,93,29.34
03-04-2018 17.20,168.5505676,216.9870094,4.474080722,45,43,93,29.37
03-04-2018 17.50,178.5731354,236.7032135,4.56790336,45,43,93,29.4
03-04-2018 18.20,179.8176626,242.0538336,4.592287699,45,41,87,29.4
03-04-2018 18.50,190.795929,238.6936872,4.575821082,45,41,87,29.43
03-04-2018 19.20,320.9130758,401.3501687,5.253056685,43,41,93,29.43
03-04-2018 19.50,122.7532628,154.9544069,4.14703234,43,41,93,29.46
03-04-2018 20.20,17.7997729,56.13648899,3.527256966,43,41,93,29.49
03-04-2018 20.50,33.80594317,77.17065166,3.671973308,43,41,93,29.49
03-04-2018 21.20,1.020200332,91.67072971,3.742168983,43,41,93,29.52
03-04-2018 21.50,14.39763641,91.21163242,3.783125639,43,41,93,29.52
03-04-2018 22.20,2.587461631,37.81123573,3.352615357,43,41,93,29.52
03-04-2018 22.50,33.43031438,57.2744749,3.452628692,43,41,93,29.52
03-04-2018 23.20,72.54443868,119.8314174,3.972224315,43,41,93,29.52
03-04-2018 23.50,78.5786972,119.4951306,3.963177045,43,41,93,29.52
04-04-2018 0.20,30.02396361,49.30135389,3.353266319,46,34,62,29.87
04-04-2018 0.50,0,6.62627864,2.956841071,46,34,62,29.87
04-04-2018 1.20,0,7.068582823,2.955015977,45,34,66,29.87
04-04-2018 1.50,0,0,2.581496715,45,36,71,29.87
04-04-2018 2.20,4.07153988,45.43725403,3.387219985,45,36,71,29.84
04-04-2018 2.50,0.251999875,6.97050146,2.857860009,50,43,88,29.64
04-04-2018 3.20,0,11.05457536,3.032012383,50,43,88,29.64
04-04-2018 4.20,39.35860125,98.59213773,3.821609338,45,34,66,29.84
04-04-2018 4.50,5.860860985,36.47226831,3.318927685,45,36,71,29.84
04-04-2018 5.20,0,0,2.721592029,41,36,81,29.84
04-04-2018 5.50,0,0,2.598407746,41,36,81,29.84
04-04-2018 5.50,0,0,2.598407746,45,36,71,29.84
04-04-2018 6.20,0,0,2.555042029,43,36,76,29.84
04-04-2018 6.20,0,0,2.555042029,45,37,76,29.84
04-04-2018 6.50,0,0,2.00916036,46,37,71,29.84
04-04-2018 7.20,0,0,2.274824937,50,37,62,29.84
04-04-2018 7.50,0,0,1.492358009,52,39,62,29.87
04-04-2018 8.20,0,0,1.875978668,55,36,47,29.87
04-04-2018 8.50,0,0,2.210256299,57,37,48,29.84
04-04-2018 9.20,0,0,2.187479377,59,39,48,29.84
04-04-2018 9.50,0,0,1.901243687,61,39,45,29.84
04-04-2018 10.20,0,0,2.030572017,61,37,42,29.84
04-04-2018 10.50,0,0,2.012097001,61,39,45,29.84
04-04-2018 11.20,0,0,1.427367687,63,37,39,29.84
04-04-2018 11.50,0,0,1.221488635,63,34,34,29.84
04-04-2018 12.20,0,0,1.518587351,64,34,32,29.84
04-04-2018 12.50,0,0,1.075680375,66,30,26,29.84
04-04-2018 13.20,0,0,0.739980121,66,36,32,29.81
04-04-2018 13.50,0,0,0.92540433,64,34,32,29.81
04-04-2018 14.20,0,0,0.954879403,68,36,30,29.78
04-04-2018 14.50,0,0,1.008787036,66,34,30,29.78
04-04-2018 15.20,0,0,0.452628553,68,34,28,29.78
04-04-2018 15.50,0,0,0.669424216,68,28,23,29.75
04-04-2018 16.20,0,0,1.261794289,68,36,30,29.75
04-04-2018 16.50,0,0,1.624265989,66,36,32,29.75
04-04-2018 17.20,0,0,1.427891811,64,34,32,29.75
04-04-2018 17.50,0,0,2.293914358,61,39,45,29.72
04-04-2018 18.20,0,11.89532528,2.867532015,59,34,39,29.75
04-04-2018 18.50,0,0,1.963996371,57,36,44,29.72
04-04-2018 20.20,435.8947773,529.8528896,4.830299719,54,37,54,29.75
04-04-2018 20.50,55.11516827,206.058143,4.420811653,55,36,47,29.75
04-04-2018 21.20,267.3361664,365.4531189,5.102016926,55,36,47,29.75
04-04-2018 21.50,114.9768092,157.6958873,4.158551772,55,39,54,29.72
04-04-2018 22.20,137.5528984,148.7448109,4.040487369,52,39,62,29.72
04-04-2018 22.50,67.21084086,55.62924363,3.500585318,52,39,62,29.72
04-04-2018 23.20,8.014554661,30.43486368,3.205167293,52,39,62,29.72
04-04-2018 23.50,30.98498662,19.52686328,3.147495349,55,37,51,29.72
05-04-2018 0.20,14.886247,296.4930906,4.661780993,55,52,88,29.52
05-04-2018 4.50,205.5923042,425.0746835,5.332294623,55,54,94,29.55
05-04-2018 5.20,188.8961665,276.3807876,4.743688107,55,54,94,29.55
05-04-2018 5.50,6.42348353,99.02036107,3.756834269,55,54,94,29.55
05-04-2018 6.20,60.2667691,77.63375866,3.588050365,55,54,94,29.55
05-04-2018 6.50,38.58322605,57.6414187,3.317705075,55,54,94,29.55
05-04-2018 7.20,4.34692669,18.54279702,3.065610647,55,54,94,29.55
05-04-2018 7.50,0,0,2.012932658,57,54,88,29.55
05-04-2018 8.20,0,0,1.416392644,57,54,88,29.55
05-04-2018 8.50,0,0,2.501556635,57,54,88,29.55
05-04-2018 9.20,0,0,1.828049342,59,55,88,29.55
05-04-2018 9.50,0,0,1.609344999,59,55,88,29.55
05-04-2018 10.20,0,0,1.652309656,61,55,82,29.55
05-04-2018 10.50,0,0,1.767632683,63,55,77,29.55
05-04-2018 11.20,0,0,1.581838886,64,57,77,29.55
05-04-2018 11.50,0,0,1.746815006,66,55,68,29.55
05-04-2018 12.20,0,0,1.376514316,66,57,73,29.55
05-04-2018 12.50,0,0,2.014433305,68,57,68,29.55
05-04-2018 13.20,0,0,1.751443664,70,57,64,29.52
05-04-2018 13.50,0,0,1.593080004,68,57,68,29.52
05-04-2018 14.20,0,0,1.0657294,68,57,68,29.52
05-04-2018 14.50,0,0,1.368410667,68,57,68,29.52
05-04-2018 15.20,0,0,1.151387314,66,57,73,29.52
05-04-2018 15.50,0,0,0.9330314,64,55,73,29.52
05-04-2018 16.20,0,0,1.562098702,64,55,73,29.52
05-04-2018 16.50,0,9.688650207,2.499580066,63,55,77,29.52
05-04-2018 17.20,0,19.19391537,3.079130252,63,55,77,29.52
05-04-2018 17.50,0,14.45534207,3.084486644,61,55,82,29.52
05-04-2018 18.50,0,0,1.633258661,59,55,88,29.49
05-04-2018 19.20,0,0,1.030834198,57,55,94,29.49
05-04-2018 19.50,0,0,1.36395065,57,54,88,29.52
05-04-2018 20.20,0,0,1.697410027,57,54,88,29.52
05-04-2018 20.50,0,0,1.548676332,57,54,88,29.52
05-04-2018 21.20,0,0,0.382145539,57,54,88,29.55
05-04-2018 21.50,0,0,0.429294427,57,54,88,29.52
05-04-2018 22.20,0,0,1.238459726,57,54,88,29.52
05-04-2018 22.50,0,0,1.398836335,57,54,88,29.52
05-04-2018 23.20,0,0,1.568609993,55,54,94,29.52
05-04-2018 23.50,0,0,1.511043628,55,54,94,29.55
06-04-2018 0.20,0,0,1.296206315,61,55,82,29.55
06-04-2018 0.50,0,0,1.485689322,61,55,82,29.55
06-04-2018 1.20,0,0,1.668074012,61,55,82,29.52
06-04-2018 1.50,0,0,1.752856652,59,54,82,29.52
06-04-2018 2.20,0,0,1.610477328,61,55,82,29.52
06-04-2018 2.50,0,0,1.982945998,50,43,88,29.64
06-04-2018 3.20,0,0,1.268980662,50,43,88,29.64
06-04-2018 3.50,0,0,1.018170039,59,54,82,29.52
06-04-2018 4.20,0,0,1.162246704,59,54,82,29.52
06-04-2018 4.50,0,0,1.330527027,57,54,88,29.49
06-04-2018 5.20,0,0,1.554769993,57,54,88,29.52
06-04-2018 5.50,0,0,0.863830765,57,54,88,29.52
06-04-2018 5.50,0,0,0.863830765,59,54,82,29.52
06-04-2018 6.20,0,0,0.705546637,57,54,88,29.52
06-04-2018 6.20,0,0,0.705546637,61,55,82,29.52
06-04-2018 6.50,0,0,0.563417673,63,57,82,29.52
06-04-2018 7.20,0,0,1.351523598,66,57,73,29.52
06-04-2018 7.50,0,0,1.861021042,66,55,68,29.52
06-04-2018 8.20,0,0,1.665458679,70,57,64,29.52
06-04-2018 8.50,0,0,1.135643323,70,57,64,29.52
