Date,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
05-03-2018 19.10,0.225866899,2.541286945,0
05-03-2018 19.20,0,2.816348076,0
05-03-2018 19.30,0,3.019170046,16.64284072
05-03-2018 19.40,0,2.410541058,0
05-03-2018 19.50,0,2.121222019,0
05-03-2018 20.00,0,2.887447119,0
05-03-2018 20.10,0,3.051496029,17.8600202
05-03-2018 20.20,0,3.50763011,52.85922978
05-03-2018 20.30,0,3.151329994,22.67462119
05-03-2018 20.40,0,3.331382036,35.38934947
05-03-2018 20.50,0,3.471462965,48.86900107
05-03-2018 21.00,9.95816803,3.73140502,82.20122487
05-03-2018 21.10,0,3.392553091,40.88953326
05-03-2018 21.20,0,3.0534091,17.93729374
05-03-2018 21.30,0,3.052474022,17.89945054
05-03-2018 21.40,0,3.427059889,44.25632834
05-03-2018 21.50,0,2.63102293,0
05-03-2018 22.00,0,2.621138096,0
05-03-2018 22.10,18.99887085,3.990505934,126.1843503
05-03-2018 22.20,36.14939117,3.957734108,120.0278612
05-03-2018 22.30,1.202270031,3.352368116,37.20884288
05-03-2018 22.40,0,3.691392899,76.36650397
05-03-2018 22.50,20.50035095,3.600116014,64.01485093
05-03-2018 23.00,2.233736992,3.166043997,23.51905661
05-03-2018 23.10,7.650619984,2.110238075,0
05-03-2018 23.20,0,1.688948035,0
05-03-2018 23.30,0,2.171773911,0
05-03-2018 23.40,0,2.064941883,0
05-03-2018 23.50,0,2.701920033,0
06-03-2018 0.00,333.9285889,5.577147007,491.4688422
06-03-2018 0.10,390.7457886,5.686227798,524.2014464
06-03-2018 0.20,573.3148193,6.373913765,757.5469482
06-03-2018 0.30,600.4041748,6.278975964,722.2148427
06-03-2018 0.40,721.1900024,6.662881851,871.1923459
06-03-2018 0.50,1067.911987,7.558391094,1288.164502
06-03-2018 1.00,1036.850952,7.440217018,1227.165082
06-03-2018 1.10,910.1525879,7.084949017,1054.69257
06-03-2018 1.20,965.5665894,7.285401821,1149.822424
06-03-2018 1.30,1422.474976,8.14743042,1615.52032
06-03-2018 1.40,1815.250977,8.89575386,2077.016838
06-03-2018 1.50,1624.386963,8.465830803,1806.965253
06-03-2018 2.00,1763.64502,8.769123077,1996.350783
06-03-2018 2.10,1582.953003,8.522630692,1841.967374
06-03-2018 2.20,1698.588013,8.86283493,2055.969653
06-03-2018 2.30,1674.296021,8.644370079,1917.739227
06-03-2018 2.40,1680.079956,8.722852707,1967.087997
06-03-2018 2.50,1584.327026,8.597196579,1888.261232
06-03-2018 3.00,1467.600952,8.254999161,1679.229012
06-03-2018 3.10,1436.156982,8.410590172,1773.153482
06-03-2018 3.20,1370.198975,8.496508598,1825.841029
06-03-2018 3.30,1198.44397,8.168418884,1627.867524
06-03-2018 3.40,910.6309204,7.371728897,1192.517161
06-03-2018 3.50,1022.192017,7.61528492,1317.989385
06-03-2018 4.00,691.5006714,6.612839222,850.8410865
06-03-2018 4.10,664.4641113,6.384509087,761.5507704
06-03-2018 4.20,916.5012207,7.093083858,1058.448009
06-03-2018 4.30,865.7382813,7.035645008,1032.115889
06-03-2018 4.40,511.4552917,5.819127083,565.6606895
06-03-2018 4.50,372.1756897,5.075529099,354.7736711
06-03-2018 5.00,332.8089905,4.885745049,308.4190664
06-03-2018 5.10,411.1134949,5.659848213,516.1802656
06-03-2018 5.20,350.1705017,5.197928905,386.1542315
06-03-2018 5.30,448.2470093,5.789629936,556.305524
06-03-2018 5.40,459.2651978,5.926746845,600.5531432
06-03-2018 5.50,203.6334076,4.666419029,258.0804361
06-03-2018 6.00,147.7891998,4.133017063,148.0985568
06-03-2018 6.10,111.0302963,4.029111862,128.4238596
06-03-2018 6.20,78.30789185,3.751498938,85.22801826
06-03-2018 6.30,75.29276276,3.670676947,73.44626763
06-03-2018 6.40,22.34630013,3.100090027,20.00432194
06-03-2018 6.50,24.28255081,3.210889101,26.30638827
06-03-2018 7.00,41.48529053,3.60435009,64.55832539
06-03-2018 7.10,92.88790131,3.843983889,99.99218878
06-03-2018 7.20,114.0631027,4.052837849,132.8723992
06-03-2018 7.30,125.8206024,4.055333138,133.3417445
06-03-2018 7.40,121.3114014,4.17863512,156.8989027
06-03-2018 7.50,116.6218033,3.946623087,117.9795603
06-03-2018 8.00,176.462204,4.437059879,208.7949193
06-03-2018 8.10,158.5211945,4.27764082,176.3584663
06-03-2018 8.20,250.8717041,4.707456112,267.2499263
06-03-2018 8.30,218.580307,4.718531132,269.7437112
06-03-2018 8.40,173.2366028,4.335886002,188.0467512
06-03-2018 8.50,35.75967026,3.082334995,19.17704396
06-03-2018 9.00,41.6680603,3.506795883,52.76483364
06-03-2018 9.10,20.17272949,3.191540956,25.06434565
06-03-2018 9.20,0,2.808794975,0
06-03-2018 9.30,0,2.404994011,0
06-03-2018 9.40,0,2.665676117,0
06-03-2018 9.50,0,2.806524038,0
06-03-2018 10.00,0,2.637052059,0
06-03-2018 10.10,0,3.008213997,16.26824548
06-03-2018 10.20,1.045133948,3.233308077,27.82047116
06-03-2018 10.30,5.634004116,3.034420013,17.19621942
06-03-2018 10.40,45.6329689,3.39596796,41.21422478
06-03-2018 10.50,40.16653824,3.395844936,41.20249506
06-03-2018 11.00,56.0707016,3.346111059,36.65898312
06-03-2018 11.10,163.9346008,4.080016136,137.9998652
06-03-2018 11.20,236.2386932,4.583551884,239.897351
06-03-2018 11.30,147.6544037,4.060747147,134.3610601
06-03-2018 11.40,154.0225983,4.152229786,151.7925371
06-03-2018 11.50,180.7669067,4.250506878,170.9750367
06-03-2018 12.00,238.5834045,4.636638165,251.4950944
06-03-2018 12.10,367.703186,5.314665794,417.2313476
06-03-2018 12.20,263.1668091,4.854137897,300.9580678
06-03-2018 12.30,225.1506958,4.680160046,261.1384231
06-03-2018 12.40,256.1156921,4.653326988,255.1783508
06-03-2018 12.50,198.2041016,4.297028065,180.2287471
06-03-2018 13.00,164.1242065,4.232748985,167.4726078
06-03-2018 13.10,167.8596039,4.242042065,169.3034677
06-03-2018 13.20,166.7333069,4.277892113,176.4085044
06-03-2018 13.30,70.65274048,3.621212006,66.75113265
06-03-2018 13.40,42.48199081,3.359592915,37.8515384
06-03-2018 13.50,65.05513,3.714485884,79.70275452
06-03-2018 14.00,56.73548126,3.641052961,69.3896067
06-03-2018 14.10,78.25997162,3.659403086,71.8858931
06-03-2018 14.20,160.5101013,4.216421127,164.2665487
06-03-2018 14.30,229.622406,4.678197861,260.7009917
06-03-2018 14.40,136.2901001,4.241590023,169.2143063
06-03-2018 14.50,140.4530945,4.308952808,182.619261
06-03-2018 15.00,233.7624969,4.777813911,283.2333251
06-03-2018 15.10,168.9938965,4.357303143,192.3909808
06-03-2018 15.20,228.4739075,4.782413006,284.2898692
06-03-2018 15.30,277.7443848,5.06060791,351.0297278
06-03-2018 15.40,377.7723999,5.590447903,495.3991234
06-03-2018 15.50,394.5990906,5.780889988,553.5505653
06-03-2018 16.00,486.2493896,6.000460148,624.1487551
06-03-2018 16.10,530.5247192,6.100089073,658.275206
06-03-2018 16.20,500.0158081,6.106179237,660.3957027
06-03-2018 16.30,430.9240112,5.803984165,560.8469813
06-03-2018 16.40,437.7098999,5.899252892,591.5242656
06-03-2018 16.50,401.3010864,5.743896961,541.9749991
06-03-2018 17.00,361.7123108,5.615653038,502.8931005
06-03-2018 17.10,349.9328003,5.52748394,476.9410031
06-03-2018 17.20,384.5999146,5.594626904,496.6374387
06-03-2018 17.30,434.4148865,6.163070202,680.3956917
06-03-2018 17.40,355.0040894,5.646860123,512.2558715
06-03-2018 17.50,403.2199097,5.76094389,547.2921232
06-03-2018 18.00,393.1207886,5.712259769,532.1837549
06-03-2018 18.10,210.6988983,4.719758034,270.02048
06-03-2018 18.20,330.8521118,5.606976032,500.3064212
06-03-2018 18.30,302.594696,5.434052944,450.2275857
06-03-2018 18.40,275.10849,5.434082985,450.2360473
06-03-2018 18.50,125.2636032,4.475633144,216.8597956
06-03-2018 19.00,156.9776001,4.644081116,253.1355446
06-03-2018 19.10,258.7726135,5.271438122,405.5894503
06-03-2018 19.20,204.493103,5.012168884,338.9947277
06-03-2018 19.30,141.1678009,4.582001209,239.5612539
06-03-2018 19.40,84.87164307,4.161100864,153.5042303
06-03-2018 19.50,52.64611816,3.931833982,115.2838531
06-03-2018 20.00,15.33498955,3.293859959,32.3118127
06-03-2018 20.10,0,3.628976107,67.77611083
06-03-2018 20.20,94.81601715,4.45872879,213.314705
06-03-2018 20.30,1.169535995,3.380970955,39.80218003
06-03-2018 20.40,78.55444336,4.297293186,180.2818122
06-03-2018 20.50,83.09929657,4.309601784,182.7495783
06-03-2018 21.00,85.33026886,4.324266911,185.7004752
06-03-2018 21.10,83.10851288,4.170658112,155.3526506
06-03-2018 21.20,139.7660065,4.433471203,208.049016
06-03-2018 21.30,64.66809082,3.962493896,120.9113647
06-03-2018 21.40,35.91638947,3.572932005,60.59391074
06-03-2018 21.50,38.89870834,3.570173979,60.25343661
06-03-2018 22.00,2.70034194,2.454335928,0
06-03-2018 22.10,0,2.471724033,0
06-03-2018 22.20,0,3.371314049,38.91197939
06-03-2018 22.30,30.12953949,3.799938917,92.79022704
06-03-2018 22.40,1.195538044,3.504252911,52.47777297
06-03-2018 22.50,39.34307861,3.808578014,94.17836889
06-03-2018 23.00,101.3507004,4.459694862,213.5168512
06-03-2018 23.10,114.8964996,4.417994976,204.8408143
06-03-2018 23.20,57.64778137,3.9068501,110.8093714
06-03-2018 23.30,87.96479797,4.227838993,166.5070697
06-03-2018 23.40,159.4075928,4.624475002,248.8219642
06-03-2018 23.50,211.8240051,4.82359314,293.8155728
07-03-2018 0.00,938.2987061,7.444218159,1229.210947
07-03-2018 0.10,1010.27002,7.610561848,1315.497448
07-03-2018 0.20,959.3931885,7.633049011,1327.387523
07-03-2018 0.30,492.0494995,5.111674786,363.9157332
07-03-2018 0.40,358.443512,4.893176079,310.1836479
07-03-2018 0.50,188.0848999,4.11381197,144.4238457
07-03-2018 1.00,162.5523987,4.033600807,129.2635681
07-03-2018 1.10,88.37671661,3.307411909,33.39734764
07-03-2018 1.20,195.9051056,4.487820148,219.426078
07-03-2018 1.30,522.1635742,6.146698952,674.6049267
07-03-2018 1.40,516.8239746,6.309135914,733.3334949
07-03-2018 1.50,358.526886,5.604733944,499.639207
07-03-2018 2.00,401.9674988,5.646566868,512.1674521
07-03-2018 2.10,334.3537903,5.371066093,432.6630565
07-03-2018 2.20,499.827301,6.192070961,690.7241105
07-03-2018 2.30,540.251709,6.377241135,758.8029971
07-03-2018 2.40,531.9456787,6.312517166,734.5861367
07-03-2018 2.50,373.9448853,5.737174988,539.8863239
07-03-2018 3.00,373.7750854,5.556437969,485.3827703
07-03-2018 3.10,504.1087952,6.356192112,750.8774929
07-03-2018 3.20,574.8521729,6.674081802,875.7864088
07-03-2018 3.30,461.5057983,6.150047779,675.7871268
07-03-2018 3.40,291.3140869,5.082205772,356.4545934
07-03-2018 3.50,148.9839935,4.260297775,172.9131211
07-03-2018 4.00,70.92356873,3.322086096,34.60591132
07-03-2018 4.10,45.03345871,3.337336063,35.8984036
07-03-2018 4.20,6.279401779,2.994534016,0
07-03-2018 4.30,40.42341995,3.805372,93.66182863
07-03-2018 4.40,120.8988037,3.89426589,108.5934271
07-03-2018 4.50,58.34352112,3.434513092,45.00854912
07-03-2018 5.00,190.1195984,4.550782204,232.8266406
07-03-2018 5.10,143.5617981,4.113984108,144.4567043
07-03-2018 5.20,16.7213192,2.861334085,0
07-03-2018 5.30,57.96334076,3.331366062,35.38799136
07-03-2018 5.40,95.70986938,3.663491011,72.44933804
07-03-2018 5.50,155.447998,4.127222061,146.9878738
07-03-2018 6.00,119.1924973,3.762080908,86.84797386
07-03-2018 6.10,78.29563141,3.359273911,37.82298456
07-03-2018 6.20,62.53562164,3.454329014,47.05171667
07-03-2018 6.30,23.38973045,2.857615948,0
07-03-2018 6.40,0.487665504,2.52302599,0
07-03-2018 6.50,0,3.360199928,37.90591677
07-03-2018 7.00,31.27883911,3.524508953,54.79305785
07-03-2018 7.10,0,2.21409297,0
07-03-2018 7.20,0,3.371018887,38.88500551
07-03-2018 7.30,14.64605999,3.101717949,20.08269766
07-03-2018 7.40,58.31729889,3.576261997,61.00661507
07-03-2018 7.50,68.36962128,3.581393003,61.64600207
07-03-2018 8.00,28.3232193,3.105897903,20.28588219
07-03-2018 8.10,0,2.72781992,0
07-03-2018 8.20,0,2.94986105,0
07-03-2018 8.30,0,2.588171005,0
07-03-2018 8.40,0,3.494488001,51.38508667
07-03-2018 8.50,127.2794037,4.11146307,143.9756168
07-03-2018 9.00,187.8115997,4.532516003,228.9141412
07-03-2018 9.10,87.52792358,3.76581502,87.42389217
07-03-2018 9.20,189.802597,4.610626221,245.7899024
07-03-2018 9.30,31.01775932,3.295953035,32.47755306
07-03-2018 9.40,32.24723053,3.254585028,29.33180379
07-03-2018 9.50,54.62208939,3.562330008,59.29176323
07-03-2018 10.00,58.42070007,3.66396594,72.5149717
07-03-2018 10.10,37.66991043,3.55705905,58.65107237
07-03-2018 10.20,4.584743023,2.721860886,0
07-03-2018 10.30,0,2.368114948,0
07-03-2018 10.40,0,2.775203943,0
07-03-2018 10.50,0,2.403393984,0
07-03-2018 11.00,0,2.699050903,0
07-03-2018 11.10,100.3015976,4.728257179,271.9405207
07-03-2018 11.20,252.4586945,4.98918581,333.3473499
07-03-2018 11.30,159.7640076,4.397480965,200.6094472
07-03-2018 11.40,169.6849976,4.517200947,225.6494625
07-03-2018 11.50,58.09812164,3.397859097,41.39483994
07-03-2018 12.00,21.40851974,3.094619989,19.74407505
07-03-2018 12.10,123.5028,3.973052979,122.8842632
07-03-2018 12.20,124.3507004,4.104706764,142.687806
07-03-2018 12.30,85.23087311,3.800749063,92.91989505
07-03-2018 12.40,68.63381195,3.628947973,67.77237939
07-03-2018 12.50,77.41029358,3.879367113,106.0026692
07-03-2018 13.00,74.12117004,3.773535967,88.6217823
07-03-2018 13.10,84.83656311,3.879488945,106.0237106
07-03-2018 13.20,113.467598,4.066428185,135.4320982
07-03-2018 13.30,155.870697,4.276200771,176.071785
07-03-2018 13.40,108.137001,3.950623989,118.7148451
07-03-2018 13.50,70.56005859,3.621301889,66.76294349
07-03-2018 14.00,44.84146118,3.478849888,49.66697362
07-03-2018 14.10,26.09141922,3.25612998,29.4443647
07-03-2018 14.20,76.94731903,3.715095997,79.79205468
07-03-2018 14.30,96.53775787,3.76147294,86.75441722
07-03-2018 14.40,18.91106987,3.155630112,22.91782211
07-03-2018 14.50,75.75926971,3.7676301,87.70464087
07-03-2018 15.00,226.7449951,4.74241209,275.1490553
07-03-2018 15.10,260.2540894,4.911218166,314.484649
07-03-2018 15.20,313.5765991,5.172990799,379.6625124
07-03-2018 15.30,559.2244263,6.211195946,697.5846305
07-03-2018 15.40,584.4407959,6.3071208,732.5875496
07-03-2018 15.50,570.4384155,6.305315971,731.9198191
07-03-2018 16.00,511.3464966,6.168027878,682.1549543
07-03-2018 16.10,537.6583252,6.164762974,680.9960868
07-03-2018 16.20,574.8773804,6.292271137,727.1040944
07-03-2018 16.30,859.7670288,7.055539131,1041.187625
07-03-2018 16.40,969.5123901,7.240705013,1128.133542
07-03-2018 16.50,927.5004883,7.227414131,1121.737999
07-03-2018 17.00,1114.656006,7.63302803,1327.376399
07-03-2018 17.10,882.3779907,7.160600185,1089.954662
07-03-2018 17.20,1093.223999,7.670770168,1347.476962
07-03-2018 17.30,1177.182983,7.777353764,1405.191515
07-03-2018 17.40,828.8218994,6.942941189,990.5084245
07-03-2018 17.50,1195.050049,7.848483086,1444.459889
07-03-2018 18.00,1656.215942,8.982615471,2132.789859
07-03-2018 18.10,1688.39502,8.968987465,2124.017858
07-03-2018 18.20,1247.222046,7.897800922,1472.025868
07-03-2018 18.30,1358.321045,8.156190872,1620.668934
07-03-2018 18.40,1523.33606,8.738242149,1976.807339
07-03-2018 18.50,1522.069946,8.705552101,1956.17798
07-03-2018 19.00,1370.765991,8.465848923,1806.976382
07-03-2018 19.10,1168.848022,7.909429073,1478.564824
07-03-2018 19.20,1105.483032,7.813778877,1425.227442
07-03-2018 19.30,1009.533997,7.552740097,1285.225317
07-03-2018 19.40,906.6801147,7.328350067,1170.929126
07-03-2018 19.50,950.2340088,7.41960001,1216.661418
07-03-2018 20.00,922.9785767,7.360517979,1186.911655
07-03-2018 20.10,904.4367065,7.216994762,1116.741305
07-03-2018 20.20,1006.804993,7.527427197,1272.11176
07-03-2018 20.30,1125.237061,7.809861183,1423.065047
07-03-2018 20.40,1261.322998,8.054245949,1561.212511
07-03-2018 20.50,1262.912964,8.041658401,1553.94228
07-03-2018 21.00,1093.17395,7.852170944,1446.511729
07-03-2018 21.10,1036.779053,7.452398777,1233.401408
07-03-2018 21.20,1010.981018,7.507565022,1261.882171
07-03-2018 21.30,1061.629028,7.611680984,1316.087655
07-03-2018 21.40,1136.083008,7.814268112,1425.497604
07-03-2018 21.50,1242.629028,7.955648899,1504.701806
07-03-2018 22.00,1219.781006,7.915836811,1482.174492
07-03-2018 22.10,1334.603027,8.168231964,1627.757379
07-03-2018 22.20,1372.737061,8.244885445,1673.194612
07-03-2018 22.30,1356.094971,8.311768532,1713.265316
07-03-2018 22.40,1377.600952,8.308241844,1711.142865
07-03-2018 22.50,1317.43396,8.09912014,1587.259366
07-03-2018 23.00,1285.676025,8.078508377,1575.270669
07-03-2018 23.10,1220.780029,7.999573231,1529.752316
07-03-2018 23.20,1180.930054,7.986693859,1522.386035
07-03-2018 23.30,1095.234985,7.75094223,1390.761586
07-03-2018 23.40,1103.656006,7.769581795,1400.936686
07-03-2018 23.50,1151.324951,7.91597414,1482.251903
08-03-2018 0.00,1841.552002,8.896857262,2077.723202
08-03-2018 0.10,2258.468994,9.440462112,2430.908896
08-03-2018 0.20,2130.202881,9.307961464,2344.107276
08-03-2018 0.30,2067.811035,8.92304039,2094.501304
08-03-2018 0.40,2137.511963,9.188643456,2266.242294
08-03-2018 0.50,1866.07605,8.818146706,2027.482628
08-03-2018 1.00,2379.731934,9.786010742,2651.708199
08-03-2018 1.10,1665.043945,8.358810425,1741.675202
08-03-2018 1.20,1399.067017,7.840325832,1439.926876
08-03-2018 1.30,1385.430054,7.817383766,1427.218755
08-03-2018 1.40,1713.400024,8.540477753,1853.012921
08-03-2018 1.50,1642.759033,8.348256111,1735.285323
08-03-2018 2.00,1399.484009,7.776587009,1404.771431
08-03-2018 2.10,1965.475952,9.012029648,2151.74883
08-03-2018 2.20,1641.453979,8.451980591,1798.466107
08-03-2018 2.30,1373.725952,7.984664917,1521.227175
08-03-2018 2.40,1879.390015,8.685910225,1943.812892
08-03-2018 2.50,1661.227051,8.146231651,1614.816354
08-03-2018 3.00,1663.761963,7.962759018,1508.742942
08-03-2018 3.10,1912.532959,8.814915657,2025.426888
08-03-2018 3.20,1563.921997,8.171283722,1629.556064
08-03-2018 3.30,1726.442017,8.73336792,1973.72751
08-03-2018 3.40,1377.980957,7.929516792,1489.895839
08-03-2018 3.50,1570.159058,8.313306808,1714.191419
08-03-2018 4.00,1515.707031,8.184814453,1637.541395
08-03-2018 4.10,1719.078979,8.436858177,1789.202729
08-03-2018 4.20,1181.197021,7.363386154,1188.344005
08-03-2018 4.30,1427.026978,7.725705147,1377.051469
08-03-2018 4.40,1485.156982,8.002230644,1531.27436
08-03-2018 4.50,1957.957031,8.875153542,2063.839665
08-03-2018 5.00,1853.41394,8.754281998,1986.951754
08-03-2018 5.10,2096.35791,9.124219894,2224.358906
08-03-2018 5.20,1974.057983,9.221966743,2287.953175
08-03-2018 5.30,1940.084961,8.848982811,2047.128775
08-03-2018 5.40,1877.631958,8.966453552,2122.387698
08-03-2018 5.50,1584.795044,8.30742836,1710.653438
08-03-2018 6.00,1607.005005,8.418210983,1777.804181
08-03-2018 6.10,1792.475952,8.67777729,1938.699753
08-03-2018 6.20,1824.692993,8.754026413,1986.789996
08-03-2018 6.30,1504.631958,8.233437538,1666.375065
08-03-2018 6.40,1350.671997,7.862822056,1452.446418
08-03-2018 6.50,1166.993042,7.648186207,1335.427654
08-03-2018 7.00,1281.784058,7.644124985,1333.267679
08-03-2018 7.10,1050.432007,7.199103832,1108.196397
08-03-2018 7.20,785.3001709,6.625628948,856.0152085
08-03-2018 7.30,926.6652222,6.992396832,1012.569801
08-03-2018 7.40,1289.968018,7.729069233,1378.874569
08-03-2018 7.50,796.1900024,6.773787975,917.326313
08-03-2018 8.00,610.6826172,6.176334858,685.1086345
08-03-2018 8.10,606.1796875,6.004580975,625.5392477
08-03-2018 8.20,696.7874146,6.458926201,790.0178072
08-03-2018 8.30,674.1704102,6.416636944,773.7663222
08-03-2018 8.40,884.3806763,6.857672215,953.1841099
08-03-2018 8.50,707.5067139,6.375328064,758.0806847
08-03-2018 9.00,1037.946045,7.131270885,1076.193567
08-03-2018 9.10,829.1655273,6.842362881,946.5768583
08-03-2018 9.20,764.6505127,6.585153103,839.7041465
08-03-2018 9.30,788.640686,6.68510294,880.3212324
08-03-2018 9.40,476.8687134,5.562451839,487.1459978
08-03-2018 9.50,570.5615845,6.031446934,634.649162
08-03-2018 10.00,670.8386841,6.288763046,725.8121557
08-03-2018 10.10,790.6557007,6.789203167,923.8527925
08-03-2018 10.20,930.9348145,7.149570942,1084.766298
08-03-2018 10.30,764.7960815,6.598875999,845.213433
08-03-2018 10.40,630.9309082,6.218303204,700.1441417
08-03-2018 10.50,457.093811,5.751967907,544.4887907
08-03-2018 11.00,604.357605,6.180930138,686.7457331
08-03-2018 11.10,627.8756104,6.182260036,687.2199401
08-03-2018 11.20,838.8305054,6.857215881,952.986754
08-03-2018 11.30,780.2929077,6.610802174,850.0187089
08-03-2018 11.40,930.7645264,7.06707716,1046.472438
08-03-2018 11.50,952.5560303,7.038384914,1033.362258
08-03-2018 12.00,1230.900024,7.785509109,1409.663907
08-03-2018 12.10,1630.555054,8.653349876,1923.366594
08-03-2018 12.20,1658.787964,8.494804382,1824.79064
08-03-2018 12.30,2289.851074,9.753279686,2628.90554
08-03-2018 12.40,2500.38208,10.30321026,2966.668375
08-03-2018 12.50,2201.275879,9.392787933,2399.645722
08-03-2018 13.00,2885.583008,11.0514698,3290.313247
08-03-2018 13.10,2543.176025,10.20921993,2915.476517
08-03-2018 13.20,3215.860107,11.81330013,3489.885578
08-03-2018 13.30,3200.866943,11.47947025,3416.705214
08-03-2018 13.40,3021.543945,11.31634045,3373.060928
08-03-2018 13.50,3482.761963,12.58897018,3585.180843
08-03-2018 14.00,3574.014893,13.06044006,3600
08-03-2018 14.10,3483.660889,13.05572033,3600
08-03-2018 14.20,2446.175049,11.6157198,3449.116161
08-03-2018 14.30,0,9.334100723,2361.207687
08-03-2018 14.40,0,9.223410606,2288.894549
08-03-2018 14.50,0,9.303679466,2341.307266
08-03-2018 15.00,0,6.957115173,996.7998439
08-03-2018 15.10,1307.684332,7.557952236,1492.175463
08-03-2018 15.20,1307.684332,7.557952236,1492.175463
08-03-2018 15.30,0,11.12008953,3313.214206
08-03-2018 15.40,770.7443237,10.29582977,2962.740602
